,year,age,cohort,sex,race,educ,realinc,gunlaw,grass,wtssall
7231,1976,27.0,1949.0,2,1,7.0,18335.0,1.0,2.0,1.4563
7232,1976,31.0,1945.0,2,1,13.0,18335.0,1.0,2.0,0.9709
7233,1976,32.0,1944.0,1,1,12.0,79340.0,2.0,1.0,2.9126
7234,1976,36.0,1940.0,2,1,12.0,25465.0,2.0,2.0,0.9709
7235,1976,31.0,1945.0,2,1,16.0,35651.0,1.0,1.0,0.9709
7236,1976,43.0,1933.0,1,1,13.0,79340.0,2.0,1.0,2.9126
7237,1976,35.0,1941.0,1,1,16.0,79340.0,2.0,2.0,0.9709
7238,1976,46.0,1930.0,2,1,10.0,11205.0,1.0,2.0,1.4563
7239,1976,27.0,1949.0,2,1,7.0,18335.0,1.0,2.0,1.4563
7240,1976,52.0,1924.0,2,1,10.0,35651.0,1.0,2.0,0.9709
7241,1976,34.0,1942.0,2,1,19.0,45837.0,1.0,1.0,0.9709
7242,1976,39.0,1937.0,2,1,10.0,13242.0,1.0,1.0,0.9709
7243,1976,56.0,1920.0,1,1,4.0,79340.0,2.0,1.0,0.9709
7244,1976,39.0,1937.0,2,1,19.0,79340.0,1.0,1.0,0.4854
7245,1976,40.0,1936.0,2,1,18.0,45837.0,1.0,1.0,0.9709
7246,1976,36.0,1940.0,1,1,13.0,45837.0,2.0,2.0,0.9709
7247,1976,65.0,1911.0,1,2,2.0,4074.0,2.0,2.0,0.9709
7248,1976,36.0,1940.0,1,1,13.0,45837.0,2.0,2.0,0.9709
7249,1976,34.0,1942.0,2,1,12.0,35651.0,1.0,2.0,0.9709
7250,1976,22.0,1954.0,1,1,12.0,45837.0,1.0,2.0,1.4563
7251,1976,41.0,1935.0,1,1,16.0,25465.0,2.0,2.0,1.4563
7252,1976,51.0,1925.0,1,1,16.0,79340.0,2.0,2.0,1.9417
7253,1976,41.0,1935.0,1,1,14.0,35651.0,1.0,1.0,0.9709
7254,1976,29.0,1947.0,1,1,13.0,35651.0,1.0,1.0,0.9709
7255,1976,51.0,1925.0,1,1,16.0,35651.0,2.0,2.0,1.9417
7256,1976,47.0,1929.0,1,1,8.0,25465.0,1.0,2.0,1.4563
7257,1976,19.0,1957.0,1,2,11.0,7130.0,1.0,1.0,1.4563
7258,1976,59.0,1917.0,2,1,12.0,45837.0,1.0,1.0,1.4563
7259,1976,26.0,1950.0,2,2,10.0,9167.0,1.0,2.0,2.9126
7260,1976,60.0,1916.0,2,1,8.0,25465.0,1.0,1.0,0.9709
7261,1976,76.0,1900.0,2,1,11.0,79340.0,1.0,2.0,1.4563
7262,1976,67.0,1909.0,1,1,12.0,45837.0,2.0,2.0,0.9709
7263,1976,44.0,1932.0,2,1,5.0,25465.0,1.0,2.0,2.9126
7264,1976,21.0,1955.0,1,1,14.0,79340.0,1.0,1.0,1.9417
7265,1976,46.0,1930.0,2,1,12.0,,1.0,2.0,0.4854
7266,1976,29.0,1947.0,1,1,12.0,79340.0,1.0,1.0,1.4563
7267,1976,34.0,1942.0,1,1,14.0,45837.0,1.0,2.0,0.9709
7268,1976,56.0,1920.0,1,1,8.0,35651.0,1.0,1.0,0.4854
7269,1976,22.0,1954.0,2,1,15.0,18335.0,2.0,2.0,0.9709
7270,1976,20.0,1956.0,1,1,9.0,11205.0,2.0,1.0,0.9709
7271,1976,32.0,1944.0,2,1,12.0,25465.0,1.0,2.0,0.9709
7272,1976,74.0,1902.0,2,2,9.0,4074.0,1.0,2.0,2.4272
7273,1976,61.0,1915.0,1,1,12.0,18335.0,1.0,2.0,1.9417
7274,1976,32.0,1944.0,2,1,9.0,9167.0,2.0,2.0,0.4854
7275,1976,60.0,1916.0,2,1,13.0,11205.0,1.0,2.0,0.9709
7276,1976,78.0,1898.0,1,1,4.0,4074.0,1.0,2.0,0.4854
7277,1976,38.0,1938.0,2,1,11.0,25465.0,1.0,2.0,0.9709
7278,1976,35.0,1941.0,1,1,12.0,45837.0,2.0,2.0,0.9709
7279,1976,58.0,1918.0,2,1,4.0,25465.0,1.0,2.0,1.9417
7280,1976,23.0,1953.0,1,1,13.0,18335.0,2.0,1.0,0.9709
7281,1976,21.0,1955.0,1,1,12.0,79340.0,1.0,1.0,1.4563
7282,1976,49.0,1927.0,2,1,11.0,25465.0,1.0,1.0,1.4563
7283,1976,30.0,1946.0,2,1,12.0,13242.0,1.0,2.0,0.9709
7284,1976,41.0,1935.0,2,1,12.0,79340.0,1.0,2.0,0.9709
7285,1976,20.0,1956.0,2,1,12.0,25465.0,1.0,2.0,1.4563
7286,1976,25.0,1951.0,1,1,12.0,45837.0,1.0,2.0,0.9709
7287,1976,44.0,1932.0,2,1,8.0,35651.0,1.0,2.0,1.9417
7288,1976,43.0,1933.0,1,1,8.0,45837.0,1.0,2.0,0.9709
7289,1976,60.0,1916.0,2,1,14.0,79340.0,1.0,2.0,0.9709
7290,1976,19.0,1957.0,2,1,12.0,,2.0,1.0,1.4563
7291,1976,54.0,1922.0,1,1,3.0,18335.0,1.0,2.0,0.9709
7292,1976,43.0,1933.0,2,1,9.0,11205.0,1.0,2.0,1.4563
7293,1976,66.0,1910.0,2,1,8.0,18335.0,1.0,2.0,1.9417
7294,1976,53.0,1923.0,1,1,16.0,45837.0,1.0,1.0,1.4563
7295,1976,24.0,1952.0,2,1,11.0,13242.0,1.0,2.0,0.9709
7296,1976,60.0,1916.0,2,1,14.0,79340.0,1.0,2.0,0.9709
7297,1976,43.0,1933.0,2,3,12.0,35651.0,1.0,2.0,1.4563
7298,1976,33.0,1943.0,2,1,14.0,45837.0,1.0,2.0,0.9709
7299,1976,57.0,1919.0,1,1,12.0,25465.0,1.0,2.0,1.9417
7300,1976,29.0,1947.0,1,1,12.0,79340.0,1.0,1.0,1.4563
7301,1976,22.0,1954.0,2,1,12.0,11205.0,1.0,1.0,0.9709
7302,1976,58.0,1918.0,2,1,8.0,45837.0,1.0,2.0,0.9709
7303,1976,22.0,1954.0,2,1,12.0,18335.0,2.0,2.0,0.9709
7304,1976,36.0,1940.0,2,1,16.0,79340.0,1.0,2.0,0.9709
7305,1976,55.0,1921.0,1,1,12.0,35651.0,2.0,2.0,1.4563
7306,1976,89.0,1887.0,1,1,3.0,,1.0,2.0,1.4563
7307,1976,60.0,1916.0,2,1,8.0,25465.0,1.0,2.0,0.9709
7308,1976,64.0,1912.0,1,1,11.0,45837.0,2.0,1.0,0.9709
7309,1976,37.0,1939.0,2,1,11.0,15279.0,2.0,2.0,0.9709
7310,1976,76.0,1900.0,1,2,10.0,13242.0,1.0,2.0,0.9709
7311,1976,56.0,1920.0,2,1,12.0,,1.0,2.0,0.9709
7312,1976,64.0,1912.0,2,1,19.0,35651.0,1.0,1.0,0.9709
7313,1976,46.0,1930.0,1,1,12.0,25465.0,1.0,2.0,1.4563
7314,1976,52.0,1924.0,2,1,10.0,25465.0,1.0,2.0,1.4563
7315,1976,24.0,1952.0,1,1,9.0,9167.0,2.0,1.0,0.4854
7316,1976,76.0,1900.0,2,1,10.0,,2.0,2.0,0.4854
7317,1976,74.0,1902.0,2,2,9.0,4074.0,1.0,2.0,2.4272
7318,1976,85.0,1891.0,1,1,8.0,,1.0,2.0,0.9709
7319,1976,82.0,1894.0,1,1,5.0,,1.0,2.0,0.9709
7320,1976,33.0,1943.0,2,1,13.0,11205.0,1.0,2.0,0.9709
7321,1976,42.0,1934.0,2,1,12.0,25465.0,1.0,2.0,0.9709
7322,1976,60.0,1916.0,2,1,13.0,11205.0,1.0,2.0,0.9709
7323,1976,46.0,1930.0,2,1,12.0,25465.0,2.0,2.0,1.4563
7324,1976,58.0,1918.0,2,1,12.0,18335.0,1.0,2.0,0.4854
7325,1976,30.0,1946.0,2,1,11.0,25465.0,1.0,2.0,0.9709
7326,1976,29.0,1947.0,2,1,16.0,45837.0,1.0,2.0,0.9709
7327,1976,28.0,1948.0,1,1,15.0,13242.0,1.0,2.0,0.9709
7328,1976,25.0,1951.0,1,1,12.0,11205.0,1.0,2.0,0.9709
7329,1976,19.0,1957.0,1,1,12.0,35651.0,,2.0,1.4563
7330,1976,24.0,1952.0,1,1,12.0,9167.0,2.0,2.0,1.4563
7331,1976,32.0,1944.0,2,1,11.0,25465.0,1.0,2.0,0.9709
7332,1976,27.0,1949.0,2,1,12.0,25465.0,1.0,2.0,0.9709
7333,1976,76.0,1900.0,1,1,16.0,11205.0,1.0,2.0,0.4854
7334,1976,19.0,1957.0,2,1,8.0,4074.0,1.0,2.0,0.4854
7335,1976,29.0,1947.0,1,1,15.0,18335.0,,1.0,0.9709
7336,1976,29.0,1947.0,2,1,17.0,45837.0,1.0,1.0,0.9709
7337,1976,55.0,1921.0,1,1,12.0,,2.0,2.0,0.9709
7338,1976,21.0,1955.0,1,1,14.0,35651.0,1.0,1.0,1.9417
7339,1976,25.0,1951.0,2,2,12.0,11205.0,1.0,1.0,0.9709
7340,1976,47.0,1929.0,1,1,7.0,45837.0,2.0,2.0,0.9709
7341,1976,55.0,1921.0,1,1,13.0,18335.0,2.0,2.0,0.9709
7342,1976,77.0,1899.0,1,2,8.0,13242.0,1.0,1.0,0.9709
7343,1976,64.0,1912.0,1,1,9.0,11205.0,2.0,1.0,0.9709
7344,1976,52.0,1924.0,1,1,13.0,,2.0,2.0,0.9709
7345,1976,40.0,1936.0,1,1,11.0,35651.0,1.0,1.0,0.9709
7346,1976,69.0,1907.0,2,1,9.0,35651.0,1.0,2.0,1.4563
7347,1976,58.0,1918.0,2,2,7.0,11205.0,1.0,2.0,0.9709
7348,1976,44.0,1932.0,2,1,8.0,35651.0,1.0,2.0,1.9417
7349,1976,39.0,1937.0,1,1,19.0,79340.0,1.0,1.0,0.9709
7350,1976,59.0,1917.0,2,1,7.0,25465.0,,2.0,0.9709
7351,1976,35.0,1941.0,2,1,12.0,13242.0,1.0,2.0,1.4563
7352,1976,37.0,1939.0,1,1,20.0,35651.0,2.0,1.0,0.9709
7353,1976,70.0,1906.0,1,1,5.0,18335.0,2.0,2.0,0.9709
7354,1976,23.0,1953.0,2,1,16.0,25465.0,1.0,1.0,0.9709
7355,1976,28.0,1948.0,2,1,17.0,45837.0,1.0,1.0,0.9709
7356,1976,39.0,1937.0,1,1,12.0,45837.0,1.0,2.0,1.4563
7357,1976,24.0,1952.0,1,1,12.0,45837.0,1.0,1.0,0.9709
7358,1976,19.0,1957.0,1,1,11.0,25465.0,1.0,1.0,3.3981
7359,1976,22.0,1954.0,2,1,13.0,25465.0,1.0,2.0,0.9709
7360,1976,61.0,1915.0,1,1,11.0,45837.0,2.0,2.0,0.9709
7361,1976,46.0,1930.0,1,1,19.0,45837.0,1.0,2.0,0.9709
7362,1976,29.0,1947.0,2,1,12.0,35651.0,1.0,1.0,0.9709
7363,1976,70.0,1906.0,2,1,12.0,4074.0,1.0,2.0,0.9709
7364,1976,46.0,1930.0,2,1,12.0,35651.0,1.0,2.0,1.4563
7365,1976,37.0,1939.0,2,1,12.0,25465.0,1.0,2.0,0.9709
7366,1976,20.0,1956.0,2,2,12.0,4074.0,2.0,1.0,0.9709
7367,1976,18.0,1958.0,2,1,12.0,79340.0,1.0,2.0,1.9417
7368,1976,45.0,1931.0,1,1,18.0,79340.0,1.0,1.0,0.9709
7369,1976,31.0,1945.0,1,1,12.0,45837.0,1.0,1.0,0.9709
7370,1976,24.0,1952.0,2,1,12.0,45837.0,1.0,,1.4563
7371,1976,25.0,1951.0,1,1,19.0,25465.0,1.0,1.0,0.9709
7372,1976,29.0,1947.0,2,1,12.0,11205.0,1.0,2.0,0.9709
7373,1976,31.0,1945.0,1,1,15.0,25465.0,2.0,2.0,0.4854
7374,1976,34.0,1942.0,1,1,16.0,9167.0,1.0,1.0,1.9417
7375,1976,73.0,1903.0,2,1,10.0,7130.0,2.0,2.0,0.4854
7376,1976,35.0,1941.0,1,1,12.0,45837.0,2.0,2.0,0.9709
7377,1976,19.0,1957.0,1,1,11.0,13242.0,2.0,2.0,0.9709
7378,1976,25.0,1951.0,1,1,14.0,18335.0,2.0,2.0,0.9709
7379,1976,36.0,1940.0,1,1,17.0,25465.0,1.0,2.0,0.9709
7380,1976,30.0,1946.0,2,1,16.0,35651.0,1.0,2.0,0.9709
7381,1976,82.0,1894.0,2,1,12.0,4074.0,1.0,2.0,0.4854
7382,1976,39.0,1937.0,2,1,10.0,45837.0,1.0,2.0,0.9709
7383,1976,58.0,1918.0,2,1,12.0,11205.0,1.0,1.0,0.4854
7384,1976,39.0,1937.0,1,3,16.0,79340.0,1.0,,1.9417
7385,1976,61.0,1915.0,1,1,10.0,18335.0,1.0,2.0,0.9709
7386,1976,55.0,1921.0,2,2,8.0,9167.0,1.0,2.0,0.4854
7387,1976,46.0,1930.0,1,1,12.0,25465.0,2.0,2.0,0.9709
7388,1976,27.0,1949.0,2,1,7.0,18335.0,1.0,2.0,1.4563
7389,1976,24.0,1952.0,2,1,12.0,35651.0,1.0,2.0,0.9709
7390,1976,40.0,1936.0,1,1,12.0,35651.0,2.0,2.0,0.9709
7391,1976,,,2,1,11.0,,,2.0,0.9709
7392,1976,33.0,1943.0,2,1,13.0,11205.0,1.0,2.0,0.9709
7393,1976,63.0,1913.0,2,1,7.0,11205.0,1.0,2.0,1.9417
7394,1976,81.0,1895.0,2,1,8.0,7130.0,1.0,2.0,0.4854
7395,1976,56.0,1920.0,2,1,16.0,7130.0,2.0,2.0,1.4563
7396,1976,55.0,1921.0,1,2,12.0,35651.0,1.0,2.0,0.9709
7397,1976,27.0,1949.0,2,1,16.0,,1.0,2.0,2.4272
7398,1976,65.0,1911.0,2,1,6.0,7130.0,2.0,1.0,0.9709
7399,1976,59.0,1917.0,1,1,18.0,79340.0,1.0,2.0,0.9709
7400,1976,23.0,1953.0,1,1,12.0,25465.0,2.0,1.0,0.9709
7401,1976,39.0,1937.0,2,1,12.0,45837.0,1.0,2.0,0.9709
7402,1976,19.0,1957.0,2,1,12.0,18335.0,1.0,2.0,1.4563
7403,1976,64.0,1912.0,2,2,5.0,4074.0,1.0,2.0,0.9709
7404,1976,30.0,1946.0,2,1,10.0,1019.0,2.0,1.0,0.9709
7405,1976,73.0,1903.0,2,1,8.0,4074.0,2.0,2.0,0.4854
7406,1976,53.0,1923.0,2,1,14.0,35651.0,2.0,2.0,0.4854
7407,1976,51.0,1925.0,1,1,12.0,7130.0,2.0,2.0,0.9709
7408,1976,33.0,1943.0,2,2,10.0,11205.0,1.0,2.0,0.9709
7409,1976,30.0,1946.0,2,1,11.0,35651.0,1.0,1.0,1.4563
7410,1976,69.0,1907.0,2,1,11.0,7130.0,1.0,2.0,0.9709
7411,1976,30.0,1946.0,1,1,11.0,15279.0,2.0,1.0,0.9709
7412,1976,75.0,1901.0,2,1,8.0,,1.0,2.0,1.4563
7413,1976,80.0,1896.0,2,1,8.0,4074.0,1.0,2.0,0.4854
7414,1976,28.0,1948.0,1,1,11.0,25465.0,2.0,,1.4563
7415,1976,55.0,1921.0,2,1,12.0,9167.0,1.0,2.0,0.9709
7416,1976,41.0,1935.0,2,1,3.0,4074.0,1.0,2.0,0.9709
7417,1976,31.0,1945.0,1,1,18.0,25465.0,1.0,2.0,0.9709
7418,1976,41.0,1935.0,1,1,16.0,25465.0,2.0,2.0,1.4563
7419,1976,22.0,1954.0,2,1,12.0,18335.0,2.0,2.0,0.9709
7420,1976,63.0,1913.0,1,1,6.0,15279.0,2.0,2.0,0.4854
7421,1976,41.0,1935.0,1,1,12.0,79340.0,2.0,2.0,0.9709
7422,1976,22.0,1954.0,2,1,12.0,35651.0,1.0,1.0,1.9417
7423,1976,59.0,1917.0,2,1,7.0,25465.0,,2.0,0.9709
7424,1976,64.0,1912.0,2,1,10.0,11205.0,1.0,2.0,0.9709
7425,1976,35.0,1941.0,1,2,11.0,18335.0,1.0,1.0,1.4563
7426,1976,55.0,1921.0,1,1,12.0,,2.0,2.0,0.9709
7427,1976,42.0,1934.0,1,1,9.0,15279.0,1.0,2.0,0.9709
7428,1976,43.0,1933.0,1,1,16.0,45837.0,1.0,2.0,0.9709
7429,1976,53.0,1923.0,2,1,11.0,79340.0,1.0,2.0,1.4563
7430,1976,48.0,1928.0,1,1,14.0,25465.0,1.0,2.0,0.9709
7431,1976,50.0,1926.0,1,1,12.0,35651.0,2.0,2.0,1.9417
7432,1976,67.0,1909.0,2,1,14.0,25465.0,2.0,2.0,0.9709
7433,1976,30.0,1946.0,2,1,11.0,25465.0,1.0,2.0,0.9709
7434,1976,24.0,1952.0,2,1,12.0,25465.0,2.0,1.0,1.4563
7435,1976,39.0,1937.0,2,1,12.0,45837.0,1.0,2.0,0.9709
7436,1976,24.0,1952.0,2,1,12.0,25465.0,2.0,1.0,1.4563
7437,1976,30.0,1946.0,2,1,16.0,35651.0,1.0,2.0,0.9709
7438,1976,59.0,1917.0,1,1,12.0,35651.0,1.0,1.0,0.9709
7439,1976,63.0,1913.0,1,1,8.0,25465.0,1.0,2.0,0.9709
7440,1976,26.0,1950.0,1,1,16.0,79340.0,2.0,1.0,0.9709
7441,1976,87.0,1889.0,1,1,4.0,,1.0,2.0,0.9709
7442,1976,71.0,1905.0,2,1,12.0,18335.0,1.0,2.0,0.9709
7443,1976,58.0,1918.0,2,2,11.0,25465.0,1.0,2.0,1.4563
7444,1976,53.0,1923.0,1,1,11.0,35651.0,2.0,2.0,1.4563
7445,1976,61.0,1915.0,2,2,12.0,35651.0,1.0,1.0,1.4563
7446,1976,28.0,1948.0,2,1,14.0,18335.0,2.0,1.0,0.9709
7447,1976,53.0,1923.0,1,2,7.0,45837.0,1.0,2.0,0.9709
7448,1976,54.0,1922.0,2,1,12.0,25465.0,1.0,2.0,1.4563
7449,1976,47.0,1929.0,2,1,8.0,1019.0,1.0,1.0,0.4854
7450,1976,26.0,1950.0,1,1,17.0,35651.0,2.0,1.0,1.4563
7451,1976,56.0,1920.0,2,1,16.0,7130.0,2.0,2.0,1.4563
7452,1976,,,1,1,16.0,11205.0,2.0,1.0,1.9417
7453,1976,77.0,1899.0,2,1,10.0,,1.0,2.0,0.9709
7454,1976,30.0,1946.0,2,1,11.0,25465.0,1.0,2.0,0.9709
7455,1976,58.0,1918.0,2,1,8.0,25465.0,1.0,2.0,0.9709
7456,1976,25.0,1951.0,2,1,12.0,35651.0,1.0,1.0,0.9709
7457,1976,35.0,1941.0,2,1,12.0,25465.0,1.0,1.0,0.9709
7458,1976,34.0,1942.0,1,1,16.0,9167.0,1.0,1.0,1.9417
7459,1976,32.0,1944.0,2,1,10.0,25465.0,1.0,2.0,0.9709
7460,1976,30.0,1946.0,1,1,12.0,25465.0,1.0,2.0,0.9709
7461,1976,60.0,1916.0,1,1,13.0,35651.0,1.0,1.0,1.4563
7462,1976,60.0,1916.0,2,1,13.0,11205.0,1.0,2.0,0.9709
7463,1976,62.0,1914.0,1,1,8.0,35651.0,2.0,2.0,1.4563
7464,1976,25.0,1951.0,1,1,10.0,4074.0,2.0,1.0,0.9709
7465,1976,82.0,1894.0,1,1,5.0,,1.0,2.0,0.9709
7466,1976,23.0,1953.0,1,1,11.0,11205.0,2.0,1.0,0.9709
7467,1976,56.0,1920.0,1,1,11.0,45837.0,1.0,1.0,0.9709
7468,1976,30.0,1946.0,2,1,11.0,35651.0,1.0,1.0,1.4563
7469,1976,39.0,1937.0,1,1,14.0,25465.0,2.0,2.0,0.9709
7470,1976,59.0,1917.0,2,1,12.0,9167.0,1.0,2.0,0.9709
7471,1976,,,1,1,16.0,11205.0,2.0,1.0,1.9417
7472,1976,44.0,1932.0,2,1,8.0,35651.0,1.0,2.0,1.9417
7473,1976,34.0,1942.0,2,1,12.0,15279.0,1.0,2.0,0.9709
7474,1976,70.0,1906.0,2,1,12.0,79340.0,1.0,1.0,0.9709
7475,1976,30.0,1946.0,2,1,10.0,1019.0,2.0,1.0,0.9709
7476,1976,60.0,1916.0,1,1,12.0,45837.0,1.0,2.0,0.9709
7477,1976,50.0,1926.0,2,1,9.0,18335.0,2.0,2.0,0.9709
7478,1976,34.0,1942.0,2,1,10.0,35651.0,2.0,1.0,0.4854
7479,1976,50.0,1926.0,2,1,12.0,79340.0,1.0,2.0,1.9417
7480,1976,34.0,1942.0,1,1,14.0,25465.0,1.0,2.0,0.9709
7481,1976,43.0,1933.0,1,1,13.0,79340.0,2.0,1.0,2.9126
7482,1976,61.0,1915.0,1,1,8.0,25465.0,1.0,1.0,1.9417
7483,1976,45.0,1931.0,2,1,12.0,79340.0,1.0,2.0,1.4563
7484,1976,32.0,1944.0,1,1,16.0,79340.0,1.0,2.0,0.9709
7485,1976,34.0,1942.0,1,1,12.0,13242.0,1.0,2.0,0.9709
7486,1976,39.0,1937.0,2,1,11.0,25465.0,1.0,2.0,0.9709
7487,1976,27.0,1949.0,1,1,12.0,25465.0,2.0,2.0,0.9709
7488,1976,32.0,1944.0,2,1,12.0,35651.0,2.0,2.0,0.9709
7489,1976,21.0,1955.0,2,1,11.0,25465.0,1.0,1.0,1.9417
7490,1976,30.0,1946.0,2,1,11.0,35651.0,1.0,1.0,1.4563
7491,1976,25.0,1951.0,2,1,14.0,13242.0,1.0,2.0,0.9709
7492,1976,29.0,1947.0,1,1,16.0,79340.0,1.0,2.0,0.9709
7493,1976,59.0,1917.0,1,1,17.0,,2.0,2.0,0.4854
7494,1976,57.0,1919.0,1,1,12.0,25465.0,1.0,2.0,1.9417
7495,1976,28.0,1948.0,1,1,16.0,4074.0,1.0,1.0,0.9709
7496,1976,55.0,1921.0,1,1,12.0,,2.0,2.0,0.9709
7497,1976,23.0,1953.0,1,1,12.0,35651.0,2.0,1.0,1.4563
7498,1976,54.0,1922.0,2,1,10.0,45837.0,1.0,2.0,0.9709
7499,1976,56.0,1920.0,1,1,8.0,35651.0,1.0,1.0,0.4854
7500,1976,34.0,1942.0,1,1,10.0,35651.0,1.0,2.0,0.9709
7501,1976,50.0,1926.0,1,1,16.0,79340.0,1.0,1.0,1.4563
7502,1976,19.0,1957.0,1,1,12.0,4074.0,1.0,2.0,2.4272
7503,1976,33.0,1943.0,2,1,9.0,15279.0,1.0,2.0,0.9709
7504,1976,57.0,1919.0,2,1,12.0,25465.0,1.0,2.0,1.4563
7505,1976,26.0,1950.0,1,1,12.0,25465.0,2.0,1.0,0.9709
7506,1976,21.0,1955.0,2,1,12.0,35651.0,1.0,2.0,1.9417
7507,1976,54.0,1922.0,1,1,10.0,25465.0,1.0,2.0,1.9417
7508,1976,64.0,1912.0,1,1,5.0,25465.0,2.0,2.0,0.9709
7509,1976,61.0,1915.0,1,1,13.0,18335.0,1.0,1.0,1.4563
7510,1976,59.0,1917.0,1,1,13.0,45837.0,1.0,2.0,0.9709
7511,1976,47.0,1929.0,2,1,0.0,18335.0,2.0,2.0,0.9709
7512,1976,40.0,1936.0,1,2,7.0,35651.0,1.0,1.0,0.9709
7513,1976,51.0,1925.0,1,1,7.0,11205.0,2.0,2.0,0.9709
7514,1976,55.0,1921.0,2,1,9.0,18335.0,1.0,2.0,0.9709
7515,1976,42.0,1934.0,2,1,12.0,25465.0,1.0,2.0,0.9709
7516,1976,33.0,1943.0,1,1,16.0,35651.0,2.0,1.0,0.9709
7517,1976,25.0,1951.0,2,1,10.0,25465.0,1.0,1.0,0.9709
7518,1976,60.0,1916.0,2,1,8.0,25465.0,1.0,1.0,0.9709
7519,1976,58.0,1918.0,2,2,11.0,25465.0,1.0,2.0,1.4563
7520,1976,28.0,1948.0,1,1,20.0,15279.0,1.0,,0.9709
7521,1976,30.0,1946.0,1,1,15.0,35651.0,,2.0,0.9709
7522,1976,30.0,1946.0,1,3,14.0,45837.0,1.0,2.0,1.4563
7523,1976,26.0,1950.0,2,2,9.0,,,2.0,1.9417
7524,1976,21.0,1955.0,2,1,12.0,7130.0,1.0,1.0,0.9709
7525,1976,74.0,1902.0,2,2,9.0,4074.0,1.0,2.0,2.4272
7526,1976,40.0,1936.0,2,1,12.0,35651.0,2.0,2.0,1.4563
7527,1976,29.0,1947.0,2,2,11.0,45837.0,1.0,2.0,0.9709
7528,1976,24.0,1952.0,2,1,11.0,13242.0,1.0,2.0,0.9709
7529,1976,33.0,1943.0,2,1,14.0,25465.0,1.0,2.0,0.9709
7530,1976,30.0,1946.0,2,2,9.0,9167.0,1.0,2.0,0.9709
7531,1976,31.0,1945.0,1,1,8.0,13242.0,1.0,2.0,0.9709
7532,1976,62.0,1914.0,2,1,12.0,18335.0,1.0,1.0,0.9709
7533,1976,46.0,1930.0,1,1,12.0,25465.0,1.0,2.0,1.4563
7534,1976,36.0,1940.0,2,1,12.0,25465.0,1.0,2.0,0.9709
7535,1976,20.0,1956.0,1,1,12.0,35651.0,2.0,2.0,1.4563
7536,1976,43.0,1933.0,1,1,16.0,45837.0,1.0,2.0,0.9709
7537,1976,24.0,1952.0,1,2,17.0,25465.0,1.0,2.0,2.9126
7538,1976,37.0,1939.0,2,1,20.0,79340.0,1.0,1.0,0.9709
7539,1976,58.0,1918.0,2,1,8.0,45837.0,1.0,2.0,0.9709
7540,1976,67.0,1909.0,1,1,20.0,79340.0,1.0,2.0,0.9709
7541,1976,62.0,1914.0,1,1,14.0,25465.0,1.0,2.0,1.4563
7542,1976,74.0,1902.0,1,1,9.0,,1.0,2.0,0.9709
7543,1976,35.0,1941.0,2,2,,7130.0,1.0,2.0,0.9709
7544,1976,28.0,1948.0,1,1,20.0,15279.0,1.0,,0.9709
7545,1976,59.0,1917.0,1,1,18.0,79340.0,1.0,2.0,0.9709
7546,1976,20.0,1956.0,1,1,14.0,35651.0,1.0,2.0,1.9417
7547,1976,36.0,1940.0,2,1,16.0,79340.0,1.0,2.0,0.9709
7548,1976,32.0,1944.0,1,1,12.0,35651.0,1.0,2.0,0.9709
7549,1976,30.0,1946.0,2,1,12.0,25465.0,1.0,2.0,0.9709
7550,1976,34.0,1942.0,1,1,12.0,35651.0,1.0,2.0,0.9709
7551,1976,43.0,1933.0,2,1,12.0,79340.0,1.0,2.0,1.9417
7552,1976,73.0,1903.0,2,1,8.0,79340.0,2.0,2.0,1.4563
7553,1976,34.0,1942.0,2,1,10.0,35651.0,2.0,1.0,0.4854
7554,1976,32.0,1944.0,1,1,16.0,79340.0,1.0,2.0,0.9709
7555,1976,44.0,1932.0,2,1,12.0,35651.0,1.0,2.0,0.9709
7556,1976,19.0,1957.0,1,1,7.0,11205.0,1.0,2.0,1.4563
7557,1976,44.0,1932.0,2,1,12.0,35651.0,1.0,2.0,1.4563
7558,1976,63.0,1913.0,2,1,19.0,35651.0,1.0,1.0,0.9709
7559,1976,30.0,1946.0,1,1,16.0,35651.0,1.0,2.0,0.9709
7560,1976,29.0,1947.0,1,2,12.0,15279.0,1.0,1.0,0.4854
7561,1976,25.0,1951.0,1,1,14.0,11205.0,2.0,,0.4854
7562,1976,27.0,1949.0,1,1,12.0,13242.0,2.0,2.0,0.9709
7563,1976,36.0,1940.0,1,1,13.0,45837.0,1.0,2.0,0.9709
7564,1976,52.0,1924.0,2,1,11.0,,,2.0,1.4563
7565,1976,39.0,1937.0,1,1,14.0,25465.0,2.0,2.0,0.9709
7566,1976,46.0,1930.0,2,1,12.0,25465.0,2.0,2.0,1.4563
7567,1976,25.0,1951.0,1,1,12.0,25465.0,1.0,2.0,0.9709
7568,1976,53.0,1923.0,1,2,12.0,25465.0,1.0,2.0,0.9709
7569,1976,71.0,1905.0,1,1,12.0,4074.0,1.0,2.0,0.9709
7570,1976,67.0,1909.0,1,1,17.0,15279.0,1.0,2.0,0.9709
7571,1976,27.0,1949.0,2,1,14.0,79340.0,2.0,2.0,0.9709
7572,1976,19.0,1957.0,2,1,11.0,25465.0,1.0,,1.9417
7573,1976,41.0,1935.0,2,1,12.0,,2.0,2.0,1.4563
7574,1976,20.0,1956.0,1,1,12.0,45837.0,1.0,1.0,1.9417
